Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index),Income Less than 20K (percent),Income 20K to 35K (percent),Income 35K to 50K (percent),Income 50K to 75K (percent),Income 75K to 100K (percent),Income 100K to 125K (percent),Income 125K to 150K (percent),Income 150K to 200K (percent),Income More than 200K (percent),No High School Diploma (percent),High School Diploma (percent),Some College (percent),Bachelor's Degree (percent),Graduate Degree (percent),White (percent),Black (percent),Indian (percent),Asian (percent),Islander (percent),Other Race (percent),Multiple Races (percent),Hispanic (percent),With Kids (percent),With No Kids (percent),With Kids under 6 years (percent),With Kids between 6-17 years (percent)
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),12,0.290,0.238,0.092,0.184,0.060,0.046,0.039,0.015,0.036,0.173,0.192,0.265,0.221,0.149,0.608,0.230,0.040,0.059,0.001,0.021,0.041,0.060,0.229,0.771,0.116,0.166
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),33,0.228,0.161,0.125,0.191,0.110,0.065,0.040,0.041,0.039,0.150,0.188,0.246,0.255,0.161,0.710,0.157,0.015,0.025,0.000,0.055,0.038,0.140,0.272,0.728,0.143,0.190
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),115,0.231,0.201,0.107,0.184,0.099,0.063,0.044,0.034,0.037,0.114,0.223,0.268,0.247,0.148,0.672,0.183,0.026,0.041,0.001,0.036,0.041,0.083,0.259,0.741,0.131,0.189
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),107,0.278,0.188,0.123,0.169,0.091,0.055,0.034,0.033,0.029,0.143,0.202,0.253,0.249,0.153,0.621,0.216,0.019,0.054,0.001,0.048,0.041,0.099,0.270,0.730,0.146,0.193
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),50,0.374,0.197,0.106,0.140,0.065,0.047,0.031,0.014,0.026,0.205,0.221,0.270,0.195,0.109,0.561,0.285,0.014,0.078,0.001,0.028,0.033,0.062,0.269,0.731,0.145,0.190
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1849,0.202,0.177,0.170,0.179,0.104,0.072,0.035,0.030,0.031,0.097,0.190,0.260,0.305,0.148,0.741,0.119,0.014,0.047,0.001,0.039,0.039,0.081,0.212,0.788,0.112,0.150
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),116,0.218,0.181,0.175,0.181,0.100,0.073,0.028,0.023,0.021,0.114,0.202,0.267,0.281,0.136,0.705,0.145,0.014,0.054,0.000,0.040,0.042,0.084,0.221,0.779,0.122,0.158
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),208,0.227,0.173,0.154,0.175,0.108,0.067,0.036,0.030,0.030,0.129,0.221,0.268,0.256,0.126,0.690,0.151,0.019,0.043,0.001,0.053,0.043,0.102,0.268,0.732,0.146,0.193
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),494,0.196,0.170,0.158,0.180,0.115,0.074,0.037,0.034,0.036,0.102,0.203,0.270,0.284,0.141,0.734,0.123,0.015,0.047,0.001,0.042,0.038,0.086,0.245,0.755,0.127,0.177
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),619,0.195,0.182,0.179,0.179,0.099,0.071,0.035,0.029,0.031,0.083,0.176,0.254,0.329,0.158,0.761,0.108,0.012,0.047,0.000,0.034,0.038,0.072,0.181,0.819,0.096,0.127
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),412,0.197,0.180,0.176,0.179,0.098,0.075,0.035,0.029,0.031,0.090,0.175,0.255,0.326,0.154,0.759,0.109,0.012,0.045,0.001,0.035,0.039,0.076,0.190,0.810,0.101,0.132
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1865,0.202,0.180,0.172,0.178,0.103,0.072,0.034,0.029,0.030,0.095,0.188,0.260,0.309,0.148,0.742,0.118,0.014,0.046,0.001,0.039,0.040,0.080,0.205,0.795,0.109,0.145
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),97,0.235,0.184,0.176,0.169,0.097,0.073,0.026,0.021,0.019,0.123,0.197,0.269,0.275,0.136,0.688,0.159,0.015,0.051,0.001,0.043,0.043,0.089,0.219,0.781,0.122,0.153
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),235,0.225,0.174,0.152,0.175,0.111,0.067,0.036,0.031,0.029,0.126,0.229,0.273,0.253,0.119,0.688,0.153,0.019,0.043,0.000,0.054,0.043,0.103,0.281,0.719,0.153,0.204
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),479,0.197,0.172,0.158,0.179,0.116,0.074,0.037,0.033,0.034,0.105,0.209,0.273,0.278,0.135,0.730,0.123,0.016,0.049,0.001,0.042,0.039,0.086,0.249,0.751,0.127,0.181
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),685,0.193,0.185,0.185,0.178,0.097,0.071,0.034,0.027,0.030,0.078,0.169,0.251,0.340,0.162,0.767,0.103,0.012,0.046,0.000,0.033,0.039,0.071,0.167,0.833,0.088,0.116
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),370,0.197,0.183,0.178,0.179,0.097,0.075,0.034,0.028,0.029,0.087,0.169,0.252,0.334,0.158,0.763,0.108,0.011,0.044,0.001,0.034,0.039,0.074,0.177,0.823,0.095,0.122
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1637,0.203,0.172,0.165,0.180,0.104,0.072,0.037,0.033,0.034,0.100,0.193,0.261,0.297,0.149,0.734,0.127,0.013,0.047,0.001,0.039,0.039,0.081,0.225,0.775,0.119,0.160
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),161,0.199,0.176,0.177,0.195,0.100,0.073,0.031,0.025,0.024,0.101,0.202,0.262,0.298,0.137,0.716,0.131,0.013,0.060,0.000,0.039,0.041,0.080,0.212,0.788,0.117,0.155
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),117,0.219,0.169,0.166,0.174,0.101,0.073,0.039,0.030,0.029,0.125,0.194,0.258,0.276,0.147,0.722,0.135,0.013,0.039,0.001,0.049,0.041,0.094,0.226,0.774,0.125,0.159
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),495,0.199,0.166,0.158,0.179,0.112,0.073,0.038,0.036,0.039,0.099,0.194,0.266,0.290,0.151,0.731,0.131,0.013,0.043,0.001,0.043,0.038,0.086,0.238,0.762,0.127,0.169
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),446,0.205,0.171,0.160,0.179,0.106,0.070,0.039,0.035,0.035,0.097,0.195,0.262,0.295,0.151,0.734,0.130,0.014,0.052,0.000,0.034,0.036,0.074,0.228,0.772,0.120,0.163
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),417,0.199,0.180,0.174,0.180,0.096,0.074,0.034,0.030,0.033,0.098,0.185,0.254,0.314,0.149,0.748,0.116,0.012,0.045,0.001,0.038,0.040,0.078,0.209,0.791,0.109,0.148
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1712,0.254,0.175,0.160,0.174,0.092,0.057,0.032,0.029,0.027,0.142,0.221,0.266,0.236,0.135,0.656,0.173,0.022,0.054,0.000,0.054,0.041,0.112,0.233,0.767,0.129,0.165
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),48,0.258,0.194,0.176,0.174,0.082,0.050,0.027,0.021,0.018,0.141,0.209,0.255,0.246,0.149,0.671,0.156,0.023,0.049,0.000,0.060,0.041,0.129,0.190,0.810,0.109,0.134
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),166,0.219,0.175,0.156,0.177,0.109,0.065,0.036,0.032,0.031,0.153,0.222,0.262,0.239,0.124,0.657,0.163,0.017,0.056,0.001,0.068,0.038,0.123,0.281,0.719,0.149,0.204
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),594,0.238,0.166,0.152,0.175,0.102,0.065,0.037,0.034,0.031,0.136,0.226,0.271,0.235,0.132,0.658,0.172,0.020,0.060,0.000,0.051,0.039,0.102,0.267,0.733,0.144,0.191
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),604,0.263,0.179,0.163,0.172,0.087,0.054,0.030,0.027,0.025,0.145,0.219,0.262,0.237,0.137,0.656,0.176,0.024,0.049,0.000,0.053,0.042,0.114,0.218,0.782,0.122,0.153
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),299,0.279,0.180,0.171,0.171,0.080,0.046,0.025,0.024,0.024,0.143,0.218,0.268,0.233,0.138,0.651,0.179,0.023,0.051,0.000,0.053,0.043,0.116,0.188,0.812,0.109,0.129
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1677,0.257,0.177,0.162,0.173,0.090,0.056,0.031,0.028,0.026,0.146,0.222,0.265,0.234,0.133,0.648,0.180,0.022,0.054,0.000,0.055,0.041,0.114,0.234,0.766,0.130,0.166
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),32,0.254,0.195,0.184,0.178,0.081,0.050,0.025,0.019,0.014,0.149,0.192,0.245,0.255,0.159,0.640,0.169,0.023,0.055,0.000,0.070,0.043,0.143,0.216,0.784,0.124,0.156
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),190,0.219,0.176,0.153,0.177,0.109,0.066,0.037,0.031,0.032,0.147,0.223,0.262,0.242,0.126,0.653,0.170,0.017,0.054,0.001,0.066,0.039,0.118,0.286,0.714,0.151,0.209
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),542,0.238,0.170,0.154,0.174,0.101,0.065,0.036,0.033,0.029,0.142,0.228,0.269,0.233,0.128,0.641,0.184,0.020,0.061,0.000,0.054,0.040,0.106,0.275,0.725,0.150,0.197
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),614,0.272,0.182,0.165,0.171,0.083,0.052,0.028,0.025,0.022,0.150,0.221,0.261,0.233,0.135,0.646,0.182,0.026,0.048,0.000,0.056,0.042,0.119,0.215,0.785,0.122,0.151
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),298,0.287,0.178,0.173,0.170,0.077,0.044,0.023,0.024,0.024,0.142,0.218,0.268,0.232,0.140,0.654,0.178,0.023,0.053,0.000,0.049,0.043,0.112,0.176,0.824,0.103,0.121
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1597,0.246,0.170,0.158,0.176,0.096,0.059,0.034,0.031,0.030,0.134,0.218,0.268,0.240,0.140,0.676,0.161,0.020,0.051,0.000,0.052,0.040,0.109,0.233,0.767,0.126,0.165
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),77,0.259,0.188,0.180,0.176,0.081,0.049,0.026,0.019,0.022,0.135,0.228,0.260,0.231,0.146,0.708,0.147,0.019,0.045,0.000,0.042,0.039,0.108,0.157,0.843,0.090,0.108
