Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Travel Time 0-5 min (percent),Travel Time 5-10 min (percent),Travel Time 10-15 min (percent),Travel Time 15-20 min (percent),Travel Time 20-25 min (percent),Travel Time 25-30 min (percent),Travel Time 30-35 min (percent),Travel Time 35-40 min (percent),Travel Time 40-45 min (percent),Travel Time 45-50 min (percent),Travel Time 50-55 min (percent),Travel Time 55-60 min (percent),Travel Time 60+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-3 mi (percent),Trip Length 3-4 mi (percent),Trip Length 4-5 mi (percent),Trip Length 5-6 mi (percent),Trip Length 6-7 mi (percent),Trip Length 7-8 mi (percent),Trip Length 8-9 mi (percent),Trip Length 9-10 mi (percent),Trip Length 10+ mi (percent)
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),528,1499,1499,4.1,4.1,0.023,0.204,0.205,0.125,0.091,0.083,0.062,0.048,0.040,0.021,0.017,0.017,0.064,0.119,0.243,0.235,0.121,0.052,0.037,0.029,0.023,0.029,0.008,0.104
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),915,1526,1526,4.2,4.2,0.033,0.150,0.209,0.148,0.108,0.081,0.057,0.047,0.039,0.032,0.021,0.016,0.059,0.073,0.260,0.203,0.114,0.081,0.066,0.039,0.045,0.031,0.017,0.071
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),39,1415,1415,3.3,3.3,0.056,0.183,0.332,0.095,0.087,0.056,0.024,0.016,0.000,0.024,0.032,0.016,0.079,0.056,0.379,0.270,0.119,0.056,0.024,0.024,0.024,0.000,0.008,0.040
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),160,1840,1840,5.6,5.6,0.020,0.109,0.183,0.115,0.100,0.104,0.083,0.072,0.061,0.035,0.022,0.013,0.083,0.061,0.147,0.142,0.111,0.087,0.116,0.068,0.074,0.063,0.013,0.118
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),246,1507,1507,4.1,4.1,0.036,0.187,0.211,0.141,0.104,0.074,0.039,0.039,0.044,0.042,0.013,0.010,0.060,0.067,0.271,0.207,0.121,0.086,0.051,0.040,0.052,0.031,0.010,0.064
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),310,1515,1515,3.9,3.9,0.032,0.120,0.190,0.156,0.128,0.086,0.071,0.046,0.036,0.031,0.030,0.025,0.049,0.083,0.273,0.212,0.113,0.079,0.060,0.023,0.036,0.025,0.023,0.073
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),160,1283,1283,3.5,3.5,0.038,0.181,0.240,0.190,0.090,0.066,0.038,0.045,0.024,0.017,0.013,0.013,0.045,0.079,0.304,0.226,0.107,0.079,0.060,0.040,0.026,0.015,0.024,0.040
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),950,1595,1595,4.3,4.3,0.031,0.143,0.208,0.144,0.109,0.079,0.055,0.050,0.042,0.036,0.023,0.016,0.064,0.070,0.255,0.208,0.102,0.075,0.064,0.039,0.055,0.034,0.019,0.079
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),38,1264,1264,3.4,3.4,0.056,0.222,0.347,0.125,0.042,0.069,0.014,0.000,0.000,0.014,0.014,0.028,0.069,0.056,0.361,0.373,0.042,0.042,0.042,0.014,0.014,0.000,0.000,0.056
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),202,1974,1974,5.9,5.9,0.025,0.084,0.184,0.116,0.104,0.096,0.064,0.086,0.064,0.044,0.022,0.012,0.099,0.059,0.140,0.123,0.106,0.084,0.116,0.069,0.086,0.067,0.017,0.133
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),240,1587,1587,4.2,4.2,0.031,0.209,0.210,0.134,0.094,0.058,0.038,0.038,0.046,0.052,0.019,0.010,0.061,0.065,0.267,0.242,0.098,0.067,0.040,0.048,0.069,0.031,0.006,0.067
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),333,1544,1544,4.0,4.0,0.023,0.107,0.185,0.163,0.136,0.095,0.076,0.041,0.037,0.029,0.034,0.024,0.050,0.073,0.279,0.216,0.102,0.081,0.059,0.021,0.041,0.029,0.027,0.072
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),137,1250,1250,3.4,3.4,0.056,0.180,0.256,0.162,0.094,0.056,0.034,0.053,0.026,0.015,0.011,0.008,0.049,0.090,0.324,0.211,0.120,0.068,0.045,0.030,0.030,0.011,0.030,0.041
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),784,1366,1366,3.8,3.8,0.046,0.165,0.212,0.168,0.107,0.084,0.047,0.038,0.026,0.023,0.013,0.020,0.051,0.091,0.270,0.198,0.139,0.095,0.063,0.033,0.020,0.016,0.014,0.061
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),54,1465,1465,2.8,2.8,0.064,0.128,0.295,0.064,0.149,0.043,0.043,0.043,0.000,0.043,0.064,0.000,0.064,0.064,0.425,0.149,0.213,0.064,0.000,0.043,0.021,0.000,0.021,0.000
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),54,1493,1493,4.6,4.6,0.021,0.207,0.188,0.146,0.104,0.104,0.042,0.021,0.021,0.000,0.000,0.042,0.104,0.083,0.167,0.293,0.083,0.104,0.083,0.083,0.000,0.021,0.000,0.083
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),254,1374,1374,4.0,4.0,0.048,0.145,0.202,0.162,0.136,0.105,0.044,0.035,0.035,0.022,0.009,0.004,0.053,0.088,0.250,0.145,0.162,0.118,0.075,0.035,0.013,0.026,0.013,0.075
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),253,1358,1358,3.6,3.6,0.057,0.176,0.217,0.150,0.084,0.070,0.053,0.053,0.022,0.026,0.013,0.035,0.044,0.119,0.286,0.189,0.123,0.093,0.053,0.013,0.031,0.009,0.018,0.066
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),170,1296,1296,3.6,3.6,0.026,0.176,0.209,0.242,0.085,0.078,0.046,0.026,0.026,0.020,0.007,0.020,0.039,0.065,0.261,0.275,0.124,0.072,0.072,0.039,0.020,0.013,0.013,0.046
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1402,1385,1385,3.6,3.6,0.038,0.182,0.217,0.156,0.109,0.071,0.054,0.036,0.028,0.021,0.016,0.015,0.057,0.086,0.316,0.202,0.115,0.079,0.052,0.036,0.026,0.019,0.011,0.058
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),74,1274,1274,3.2,3.2,0.037,0.264,0.255,0.111,0.078,0.078,0.033,0.025,0.025,0.008,0.012,0.004,0.070,0.091,0.396,0.210,0.086,0.066,0.037,0.033,0.012,0.008,0.016,0.045
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),158,1313,1313,4.0,4.0,0.036,0.181,0.234,0.155,0.108,0.075,0.064,0.040,0.017,0.011,0.011,0.015,0.053,0.070,0.295,0.172,0.125,0.087,0.075,0.032,0.028,0.028,0.009,0.079
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),416,1271,1271,3.3,3.3,0.056,0.223,0.210,0.153,0.096,0.056,0.048,0.038,0.027,0.024,0.012,0.012,0.045,0.112,0.326,0.195,0.117,0.077,0.047,0.032,0.026,0.012,0.008,0.048
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),465,1501,1501,3.8,3.8,0.025,0.145,0.215,0.155,0.126,0.085,0.053,0.036,0.035,0.022,0.019,0.018,0.066,0.079,0.317,0.201,0.114,0.080,0.044,0.042,0.027,0.019,0.015,0.062
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),288,1431,1431,3.8,3.8,0.034,0.164,0.207,0.177,0.108,0.065,0.063,0.036,0.025,0.025,0.018,0.017,0.061,0.064,0.292,0.229,0.116,0.078,0.065,0.035,0.028,0.026,0.009,0.058
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1427,1388,1388,3.6,3.6,0.038,0.175,0.217,0.158,0.103,0.074,0.062,0.036,0.030,0.023,0.015,0.014,0.055,0.087,0.312,0.207,0.121,0.079,0.049,0.036,0.024,0.019,0.010,0.056
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),50,1165,1165,2.8,2.8,0.041,0.267,0.265,0.143,0.071,0.071,0.031,0.020,0.020,0.000,0.020,0.000,0.051,0.133,0.347,0.245,0.112,0.051,0.031,0.020,0.000,0.010,0.020,0.031
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),184,1323,1323,4.1,4.1,0.038,0.173,0.227,0.165,0.102,0.071,0.077,0.038,0.019,0.011,0.011,0.016,0.052,0.060,0.292,0.162,0.135,0.082,0.077,0.033,0.036,0.030,0.008,0.085
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),424,1263,1263,3.2,3.2,0.060,0.232,0.223,0.146,0.081,0.052,0.048,0.032,0.023,0.030,0.013,0.012,0.048,0.124,0.322,0.206,0.118,0.079,0.035,0.030,0.023,0.011,0.006,0.046
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),499,1520,1520,3.7,3.7,0.027,0.127,0.213,0.151,0.123,0.096,0.065,0.037,0.039,0.022,0.017,0.016,0.067,0.075,0.320,0.205,0.123,0.075,0.042,0.044,0.023,0.022,0.016,0.055
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),271,1427,1427,3.7,3.7,0.023,0.159,0.195,0.191,0.106,0.070,0.074,0.044,0.032,0.025,0.017,0.015,0.049,0.061,0.286,0.237,0.114,0.087,0.068,0.038,0.027,0.019,0.006,0.057
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1201,1371,1371,3.7,3.7,0.039,0.196,0.235,0.140,0.120,0.058,0.040,0.035,0.029,0.017,0.017,0.020,0.054,0.082,0.331,0.203,0.112,0.069,0.053,0.032,0.024,0.018,0.013,0.063
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),122,1296,1296,3.1,3.1,0.037,0.241,0.296,0.093,0.083,0.074,0.028,0.037,0.028,0.000,0.009,0.009,0.065,0.065,0.463,0.185,0.065,0.074,0.028,0.046,0.019,0.009,0.009,0.037
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),92,1130,1130,3.4,3.4,0.024,0.238,0.285,0.131,0.119,0.071,0.036,0.036,0.000,0.012,0.000,0.024,0.024,0.095,0.322,0.250,0.095,0.095,0.048,0.012,0.000,0.012,0.000,0.071
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),371,1294,1294,3.7,3.7,0.057,0.214,0.189,0.162,0.114,0.060,0.045,0.039,0.042,0.015,0.006,0.015,0.042,0.102,0.325,0.180,0.117,0.063,0.066,0.039,0.024,0.006,0.015,0.063
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),340,1516,1516,3.9,3.9,0.030,0.189,0.241,0.129,0.129,0.053,0.023,0.030,0.030,0.020,0.033,0.017,0.076,0.089,0.329,0.192,0.099,0.076,0.046,0.033,0.020,0.020,0.010,0.086
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),276,1413,1413,3.9,3.9,0.033,0.148,0.250,0.148,0.131,0.049,0.061,0.033,0.020,0.025,0.020,0.033,0.049,0.049,0.288,0.238,0.148,0.057,0.057,0.020,0.041,0.037,0.020,0.045
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),981,1444,1444,3.7,3.7,0.052,0.183,0.211,0.125,0.103,0.068,0.060,0.042,0.035,0.025,0.020,0.014,0.062,0.104,0.312,0.183,0.116,0.074,0.056,0.034,0.027,0.019,0.013,0.062
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),39,1497,1497,3.6,3.6,0.048,0.176,0.240,0.152,0.088,0.048,0.056,0.016,0.024,0.024,0.000,0.008,0.120,0.104,0.400,0.128,0.096,0.080,0.048,0.032,0.024,0.016,0.008,0.064
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),103,1258,1258,3.6,3.6,0.066,0.213,0.259,0.110,0.078,0.061,0.058,0.020,0.037,0.017,0.029,0.009,0.043,0.130,0.300,0.161,0.138,0.075,0.046,0.017,0.043,0.032,0.000,0.058
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),301,1351,1351,3.4,3.4,0.082,0.209,0.192,0.131,0.087,0.068,0.058,0.041,0.026,0.020,0.012,0.019,0.055,0.131,0.320,0.177,0.124,0.085,0.043,0.024,0.020,0.015,0.005,0.056
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),335,1581,1581,3.9,3.9,0.034,0.135,0.218,0.127,0.121,0.070,0.063,0.049,0.038,0.033,0.029,0.015,0.068,0.087,0.293,0.193,0.109,0.068,0.057,0.051,0.029,0.019,0.026,0.068
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),203,1442,1442,3.9,3.9,0.030,0.209,0.205,0.117,0.111,0.074,0.058,0.046,0.043,0.021,0.018,0.009,0.059,0.082,0.315,0.198,0.107,0.068,0.079,0.031,0.027,0.019,0.009,0.065
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1020,1505,1505,3.8,3.8,0.045,0.176,0.213,0.124,0.103,0.066,0.067,0.045,0.033,0.026,0.020,0.013,0.069,0.097,0.314,0.175,0.119,0.077,0.050,0.035,0.029,0.021,0.013,0.070
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),25,1593,1593,3.9,3.9,0.000,0.218,0.174,0.130,0.109,0.065,0.087,0.000,0.022,0.043,0.000,0.000,0.152,0.087,0.391,0.109,0.109,0.043,0.065,0.022,0.043,0.022,0.022,0.087
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),123,1296,1296,3.8,3.8,0.045,0.193,0.255,0.132,0.095,0.049,0.066,0.029,0.041,0.021,0.025,0.012,0.037,0.099,0.310,0.152,0.152,0.074,0.049,0.016,0.049,0.037,0.000,0.062
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),323,1401,1401,3.4,3.4,0.077,0.212,0.194,0.129,0.079,0.068,0.060,0.043,0.028,0.017,0.011,0.019,0.063,0.129,0.329,0.174,0.126,0.087,0.032,0.021,0.017,0.014,0.006,0.065
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),360,1684,1684,4.1,4.1,0.027,0.118,0.216,0.120,0.123,0.071,0.078,0.049,0.031,0.038,0.031,0.013,0.085,0.080,0.286,0.183,0.107,0.075,0.048,0.056,0.035,0.023,0.025,0.082
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),189,1469,1469,3.9,3.9,0.030,0.210,0.201,0.117,0.114,0.068,0.057,0.060,0.043,0.019,0.016,0.005,0.060,0.073,0.325,0.187,0.111,0.073,0.087,0.035,0.022,0.019,0.008,0.060
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),836,1275,1275,3.4,3.4,0.060,0.206,0.213,0.132,0.123,0.069,0.041,0.033,0.032,0.021,0.015,0.012,0.043,0.113,0.325,0.194,0.112,0.072,0.061,0.024,0.027,0.016,0.011,0.045
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),76,1389,1389,3.5,3.5,0.061,0.167,0.288,0.197,0.061,0.045,0.030,0.015,0.030,0.015,0.000,0.000,0.091,0.121,0.409,0.152,0.076,0.091,0.030,0.030,0.015,0.015,0.000,0.061
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),56,939,939,2.7,2.7,0.137,0.235,0.334,0.039,0.078,0.059,0.020,0.000,0.039,0.000,0.059,0.000,0.000,0.237,0.235,0.196,0.137,0.078,0.039,0.000,0.039,0.000,0.000,0.039
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),250,1109,1109,2.9,2.9,0.084,0.239,0.199,0.137,0.137,0.062,0.040,0.035,0.009,0.018,0.009,0.013,0.018,0.133,0.314,0.190,0.150,0.080,0.049,0.022,0.031,0.013,0.000,0.018
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),257,1344,1344,3.5,3.5,0.047,0.164,0.200,0.159,0.129,0.073,0.043,0.043,0.043,0.026,0.017,0.026,0.030,0.082,0.332,0.211,0.091,0.065,0.082,0.030,0.017,0.017,0.030,0.043
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),197,1450,1450,4.0,4.0,0.023,0.228,0.188,0.091,0.131,0.085,0.051,0.034,0.045,0.028,0.011,0.000,0.085,0.091,0.322,0.193,0.097,0.063,0.068,0.023,0.034,0.023,0.006,0.080
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1286,1392,1392,3.6,3.6,0.062,0.200,0.203,0.136,0.099,0.063,0.047,0.038,0.036,0.024,0.017,0.014,0.061,0.106,0.307,0.194,0.109,0.070,0.054,0.039,0.026,0.021,0.018,0.056
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),38,1418,1418,4.0,4.0,0.040,0.200,0.248,0.128,0.080,0.064,0.056,0.016,0.040,0.008,0.016,0.024,0.080,0.040,0.280,0.200,0.176,0.040,0.088,0.040,0.040,0.008,0.032,0.056
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),178,1382,1382,3.9,3.9,0.044,0.195,0.221,0.126,0.091,0.065,0.049,0.040,0.047,0.030,0.017,0.023,0.052,0.082,0.286,0.185,0.134,0.052,0.047,0.049,0.045,0.034,0.017,0.069
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),474,1333,1333,3.4,3.4,0.081,0.213,0.201,0.127,0.107,0.058,0.044,0.037,0.028,0.020,0.017,0.011,0.056,0.124,0.324,0.182,0.103,0.072,0.048,0.036,0.022,0.023,0.019,0.047
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),419,1448,1448,3.6,3.6,0.051,0.188,0.204,0.151,0.088,0.066,0.052,0.039,0.039,0.026,0.017,0.013,0.066,0.107,0.304,0.214,0.097,0.068,0.061,0.037,0.017,0.019,0.015,0.061
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),176,1418,1418,3.7,3.7,0.063,0.193,0.196,0.133,0.112,0.066,0.036,0.039,0.037,0.027,0.022,0.010,0.066,0.095,0.291,0.187,0.116,0.092,0.056,0.041,0.037,0.015,0.019,0.051
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1397,1441,1441,3.7,3.7,0.062,0.185,0.205,0.131,0.102,0.064,0.046,0.040,0.040,0.026,0.019,0.015,0.065,0.105,0.305,0.185,0.110,0.069,0.056,0.037,0.028,0.024,0.019,0.062
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),28,1431,1431,3.8,3.8,0.074,0.222,0.239,0.037,0.093,0.056,0.074,0.000,0.056,0.000,0.000,0.056,0.093,0.056,0.423,0.111,0.185,0.037,0.019,0.019,0.019,0.019,0.019,0.093
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),218,1494,1494,4.2,4.2,0.040,0.165,0.207,0.123,0.093,0.065,0.063,0.042,0.058,0.035,0.023,0.026,0.060,0.074,0.271,0.167,0.126,0.051,0.063,0.053,0.056,0.042,0.016,0.081
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),525,1364,1364,3.5,3.5,0.082,0.209,0.199,0.125,0.109,0.060,0.038,0.043,0.032,0.019,0.017,0.012,0.055,0.126,0.321,0.179,0.106,0.070,0.052,0.030,0.023,0.024,0.022,0.047
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),454,1517,1517,3.7,3.7,0.048,0.172,0.209,0.149,0.086,0.071,0.050,0.037,0.042,0.029,0.019,0.013,0.075,0.098,0.313,0.205,0.093,0.068,0.060,0.038,0.018,0.019,0.018,0.070
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),171,1407,1407,3.8,3.8,0.065,0.165,0.211,0.124,0.135,0.053,0.038,0.041,0.035,0.032,0.021,0.009,0.071,0.103,0.259,0.185,0.132,0.097,0.053,0.041,0.032,0.018,0.018,0.062
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),931,1307,1307,3.4,3.4,0.061,0.230,0.202,0.144,0.089,0.065,0.048,0.039,0.024,0.018,0.016,0.010,0.054,0.106,0.319,0.203,0.110,0.067,0.053,0.042,0.026,0.011,0.019,0.044
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),65,1378,1378,4.2,4.2,0.018,0.211,0.227,0.140,0.070,0.088,0.053,0.035,0.035,0.018,0.035,0.000,0.070,0.035,0.193,0.228,0.158,0.035,0.140,0.070,0.070,0.000,0.053,0.018
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),81,1039,1039,2.9,2.9,0.056,0.263,0.222,0.153,0.097,0.097,0.028,0.042,0.000,0.014,0.000,0.014,0.014,0.056,0.416,0.194,0.139,0.069,0.000,0.056,0.028,0.014,0.014,0.014
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),326,1296,1296,3.5,3.5,0.072,0.203,0.205,0.140,0.096,0.065,0.072,0.038,0.010,0.020,0.014,0.010,0.055,0.119,0.318,0.184,0.113,0.082,0.034,0.044,0.017,0.017,0.017,0.055
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),296,1219,1219,3.2,3.2,0.063,0.261,0.201,0.152,0.089,0.045,0.041,0.033,0.037,0.015,0.015,0.007,0.041,0.126,0.306,0.242,0.093,0.056,0.063,0.033,0.022,0.011,0.007,0.041
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),164,1596,1596,3.6,3.6,0.055,0.227,0.179,0.131,0.076,0.076,0.021,0.055,0.034,0.021,0.021,0.014,0.090,0.097,0.346,0.166,0.103,0.069,0.062,0.034,0.034,0.000,0.034,0.055
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1436,1359,1359,3.9,3.9,0.068,0.190,0.203,0.143,0.109,0.071,0.049,0.040,0.027,0.018,0.012,0.012,0.058,0.093,0.239,0.234,0.124,0.083,0.047,0.041,0.030,0.026,0.016,0.067
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),43,1874,1874,5.3,5.3,0.058,0.265,0.173,0.094,0.050,0.058,0.036,0.043,0.050,0.014,0.000,0.022,0.137,0.086,0.223,0.229,0.115,0.058,0.036,0.036,0.058,0.029,0.022,0.108
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),203,1340,1340,4.0,4.0,0.076,0.199,0.195,0.122,0.095,0.082,0.047,0.052,0.022,0.013,0.020,0.010,0.067,0.079,0.223,0.216,0.153,0.086,0.060,0.048,0.020,0.010,0.013,0.092
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),488,1324,1324,3.8,3.8,0.081,0.203,0.202,0.135,0.098,0.058,0.045,0.044,0.031,0.025,0.010,0.014,0.054,0.112,0.252,0.216,0.121,0.079,0.046,0.041,0.033,0.020,0.015,0.065
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),473,1390,1390,3.8,3.8,0.053,0.171,0.190,0.170,0.127,0.078,0.058,0.035,0.021,0.016,0.013,0.011,0.057,0.084,0.249,0.249,0.120,0.087,0.042,0.041,0.027,0.027,0.018,0.056
